,hotel,urls,reviewer,review_overall,title,text,ReviewerValue,ReviewerLocation,ReviewerService,ReviewerRooms,ReviewerCleanliness,ReviewerSleepQuality,Date of Stay,Trip Type,Contributions,Helpful Vote
1282,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1280-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Fafarah ,5.0,Great service at the front desk,"Beautiful hotel with a great view of the city!! Staff at the front desk was amazing! Trevor helped me check in, he was was very friendly, professional, and helpful!! I definitely recommend staying at this hotel for a short or long trip! also make sure to check out the fab rooftop.",,,,,,,June 2018,Traveled on business,2,
1283,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1280-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Samantha R ,5.0,Wedding Reception and Guest Hotel.... AMAZING!,"We chose LondonHouse Chicago because of its central location, beautiful views and the professionalism of their Director of Weddings, Steve.   We wanted our out of town guests to have a total Chicago experience and we found it at LH.  We have received an overwhelming number of compliments from our guests on the food, service, venue and attention to detail.  The entire staff at LondonHouse Chicago was without a doubt top notch.  Steve from Day 1 of planning through our wedding day was extremely helpful.  Every email answered, questions addressed, schedules laid out and he made the whole wedding day 100% worry free.  Thank you, Steve and LondonHouse Chicago, for making our wedding day PERFECT!",,5.0,5.0,,5.0,,May 2018,Traveled with family,1,
1284,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1280-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,o2binla3 ,5.0,First Time Chicago,"This was my (and my husband's) first time in Chicago, and we were lucky enough to stay at LondonHouse. We were there for a Mother's Day weekend family reunion, and our location couldn't have been better...comfortable walking distance from everything that we wanted to see, and places that we needed to be. For the few times that we needed transportation, the bell crew were impeccable. Friendly, helpful, courteous, professional; they made us feel like family. Our front desk agent, Trevor, set the bar at check-in when he started by telling us ""There is small problem, but I think you'll be very happy when I'm done""; our King room was unavailable, but was quickly replaced with a King Suite (at no additional cost!). Thank you, Trevor. The room was spectacular, despite the side street ""building canyon"" view (still interesting for Chicago first-timers!). The dining is top notch, with ""Land and Lakes"" dining room and bar offering outstanding breakfasts through late-night gourmet snacks & drinks. Again, the staff couldn't be more accommodating. This review wouldn't be complete without a special ""hat tip"" to Lucy Sharkey, who saw to every detail of our stay and was ever by our side to guide us through the hotel and ensure that we wanted for nothing. LondonHouse will be our base of operations whenever we visit.",,5.0,5.0,5.0,,,May 2018,Traveled with family,1,
1285,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1285-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Madzia Vista ,1.0,Very noisy,"The windows seem to be a hundred years old - you can hear everything single street noise. Impossible to sleep. Nice room but that’s a moot point if it’s impossible to sleep. Not worth the money, terrible inconvenience",,,,,,,June 2018,Traveled as a couple,7,18.0
1286,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1285-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,944aresc ,5.0,Highly Recommended,"Great location and views, especially at their roof top bar and dining area.  The food is also excellent at the rooftop bar and dining area (not sure where the kitchen is located).  My room had great views of the river, very comfortable beds, very nice bathroom, and quiet rooms.  Its also across from the Architecture River Tour, which is a must do while in Chicago.",,,,,,,May 2018,,4,
1287,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1285-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Fora06 ,5.0,Chicago's best,"Having been around Chicago downdown hotels, this is by far the most exciting location. The view is amazing surrounded by the best of Chicago. Rooms are well sized and well equiped for business traveller.",4.0,5.0,4.0,5.0,5.0,5.0,May 2018,Traveled on business,6,4.0
1288,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1285-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Croke J ,5.0,Beautiful night in the city!,We were in for a concert in the city and staying one night for our anniversary. Hotel staff were extremely welcoming and gave us a room with a lovely view of the city/river to add to our celebration!!! Enjoyed amazing rooftop bar with more spectacular views...although is does get pretty crowded at night. Room was super clean and nicely decorated. Also enjoyed a delicious breakfast at the Land & Lake.,,,,,,,June 2018,Traveled as a couple,5,6.0
1289,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1285-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Anna Y ,5.0,An Absolute Favorite!,"We rented 2 rooms last weekend of April and now myself, my husband and our friends who joined us there are absolutely in love with the place. Interior decor is absolutely beautiful the rooftop bar features best Chicago views. A must visit.Every hotel employee we met was attentive, professional and courteous.Big thanks to the rooftop bar crew on Sunday for their patience with our group!We will definitely be booking a stay there on our next trip to Chicago",5.0,,5.0,5.0,,,April 2018,Traveled as a couple,21,12.0
1290,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1290-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,averysdad2018 ,5.0,Amazing Chicago Hotel,"Top notch hotel with a fantastic staff! Food here is top notch as well! No need to leave to eat at all! Views are stellar as well! Rooftop bar is great place to grab a drink. Staff is amazing and very attending to any need you would have as well! If we get back to Chicago, we’ll stay here for sure as it is everything you’d need in the middle of the best part of town!",4.0,5.0,5.0,5.0,5.0,4.0,May 2018,Traveled as a couple,1,
1291,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1290-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,pjulber ,1.0,Poor Reception and it got worse,"The hotel is training new employees, but has no one overseeing their training. I was given a room with broken blinds which kept the room in the dark the whole time I was there. Lighting was terrible in the room. Street noise woke me both mornings. ( I realize not controllable). A  disappointment as I always stay at Hilton Hotels and love them.",1.0,5.0,2.0,2.0,5.0,3.0,May 2018,Traveled on business,1,
1292,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1290-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,kevlake ,5.0,"Great Hotel, Great Location",Stayed here over Memorial day week end.  Hotel is incredible.  Location is right in heart of Chicago.  Easy walk up Michigan Avenue.  Water taxi across river.  Elevated trains one block away.  Navy Pier 1 mile away.  Hotel is awesome.  Clean and Modern.  Fitness room very nice.  Rooftop Bar has awesome views but very pricy.  Had cocktails and was not impressed with them.  Should have had a beer.  Lobby is inviting and can enjoy view of river.,5.0,,5.0,,,5.0,May 2018,Traveled as a couple,53,11.0
1293,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1290-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,L M ,5.0,Change of heart,"This is my second review, I deleted my first after speaking with the hotel manager Keith and also after having the GM reach out to me. The first one was not good and got 1 circle because of the interaction  I had with the assistant manager who was on duty during our check in Saturday. Although he used very poor judgement in how he dealt with the situation the front dest clerk Andrew did what he could as far as being pleasant and seeing how are stay was going. The manager Keith left his card under my door because of the ""do not disturb"" sign on my door, but was able to make contact with me today but I had already checked out. He listened and understood why I was upset, he did not attempt to downplay the situation nor make excuses for the assistant manager. He was very kind and I truly felt that he was sincere, he offered a couple of options to rectify the situation and made me feel as if he cared about my feelings. Whoever hired him did a wonderful job and I feel comfortable that once he speaks to his assistant manager he will handle future situations in a more professional manner.   One person does not represent a company as a whole but a negative interaction with one can lead to bad reviews that can affect potential customers from doing business with them. Now the hotel was beautiful and they cover little things that most don't in your room like a loofah sponge, toothbrush and toothpaste. The elevator system can confuse you at first but then it's  different and saves time even with 6. The bed and pillows are very comfortable and the view was nice. The staff was friendly but the valet parking when you arrive is a little confusing, just pull all the way up and you will be ok. The rooftop deck had nice views but I can't speak on food or drinks because I didn't eat or drink there because I was angry. There were several dishes on the menu that I wanted to try as well as the spa, but I didn't because of that first negative impression. Normally I never stay in the same hotel twice in Chicago because I want to experience each one, but after my conversation with Keith I will give them another try when I return. I truly appreciate the time Keith took to address the situation and wish there were more people like him in those kind of positions, because I believe very few hotels would get bad reviews if management knew how to not only talk to but listen to customers.",,,,,,,May 2018,Traveled with family,84,14.0
1294,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1290-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Hans Meyer ,5.0,Convenience+Comfort+Luxury=LondonHouse,"This is definitely a must-stay for travelers to Chicago.  The location was very convenient, the room comfortable yet luxurious.  All the staff were friendly and the service impeccable. Unfortunately, we were there only one night (catching the Empire Builder the next morning), but we were pleased nonetheless.  Next time we're in Chicago we will definitely stay at LondonHouse Chicago!",,5.0,5.0,,,5.0,May 2018,Traveled as a couple,253,21.0
1295,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1295-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Moonlily ,5.0,One night getaway,"Wonderful location on Wacker Drive across from the Riverwalk.While I was the only overnight guest, my granddaughter and her family took advantage of a place to cool off while exploring downtown and visiting one of the downtown beaches.Wonderful common spaces, The Roof Top patio bar looked very popular, always a smoothly flowing line to get in. Planning a longer stay in the future, because this is the perfect base for shopping and enjoying what the north loop and Michigan Avenue have to offer.",,,,,,,May 2018,Traveled solo,79,2.0
1296,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1295-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Tina S ,5.0,Best Hotel Experience Ever!!,"We arrived to stay for my 50th Birthday. The Staff was Amazing! The front desk staff was SO Welcoming! Caitlin was unbelievable! Caitlin was there for our every need, with amazing birthday surprises!! I can honestly say, this was one of the best hotel experiences in my life! They took my special day and made it 1,000 times better! We will defiantly visit again and again, and recommend to our friends and family! Beautiful rooms, super clean and stylish. The Rooftop restaurant  was wonderful as well! The staff took it to the next level!!",,,5.0,5.0,5.0,,May 2018,Traveled as a couple,1,1.0
1297,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1295-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,polo797 ,5.0,Another wonderful visit,"Second stay here, and this is now my go-to accommodations in Chicago. Clean rooms, lovely views of the river, friendly staff, and great location along the riverfront. Already looking forward to my next visit.",,,,,,,May 2018,Traveled with family,1,
1298,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1295-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,IzDaMan50 ,5.0,Best view and sevices,"Oustanding rooms, excellent rooms and hotel staff. We had a great view og the lake and river. Beds were so comfortable, I havent slept that late in a long time, and didnt want to get of bed. So relaxing classy. Higjly reccommend this place for anyone coming downtown.",,,,,,,May 2018,Traveled as a couple,9,4.0
1299,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1295-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Sdw ,5.0,Great rooftop bar,Awesome views.  Good food.  Great place to hang out and enjoy the downtown Chicago skyline.  Located along the river across from the Wrigley building.  Close to shopping so good place to camp out while others go shopping.,,,,,,,May 2018,Traveled with family,42,15.0
1300,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1300-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,jeanne1011 ,5.0,C5 Graduation,"Fantastic location-across the street from the Apple Store & all of the shopping on Michigan Ave. Not far from Millennium Park. Very centralized.  Roof top bar is s must-beautiful views. Got talked into the room upgrade & wasn’t disappointed. Huge room, comfortable beds, great view. Would definitely stay again.",,,,,,,May 2018,Traveled with family,252,26.0
1301,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1300-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,jasonsY7739OX ,5.0,Memorial Day weekend,"4thumbs up. Oops I only have 2thumbs but 👍🏽👍🏽👍🏽👍🏽. Great location in chicago, a couple of blocks away from Navy Pier watched the awesome fireworks last night. Had a AWESOME time at this fab hotel. The frenc fries are OFF DA CHAIN upstairs at LH21 rooftop. The ROOFTOP is amazing. If you don’t have any fun sumthing is wrong wit you",,,,,,,May 2018,Traveled with friends,152,66.0
1302,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1300-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Joe M ,5.0,Wow...a fantastic experience!,"Thoroughly enjoyed my quick stay at LondonHouse. Hotel is very new (although located in a historic building on Upper Wacker) and has everything. The lobby on the 2nd floor is more like a lounge (see 2nd pic) that has wall-to-wall windows with an incredible view of Wacker and the Chicago River. The staff throughout was very professional and seemed genuinely ready to help.My room on the 17th floor was spacious and well appointed - bathroom was also large and the shower was perfect: excellent pressure, temperature and sq footage.Location couldn't be better - you're at Wacker and Michigan so close to everything. What's more is that the rooftop bar is very popular at all times and you get priority as a hotel guest. The views are amazing (see last pic) so definitely a strong selling point of the property.The restaurant is large and serves a nice breakfast - I enjoyed the egg white omelette with broccoli, avocado & goat cheese. Although I'm sure it's not always this cheap, the rate I paid for my room (under $200/night) made it an incredible value. I would not hesitate to stay here on my next return to Chicago.",,,,,,,May 2018,Traveled on business,927,131.0
1303,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1300-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Cathy B ,1.0,"Hotel wonderful, but Bar 21 staff needs training","Went to Bar 21 on May 25th. Sat down and was completely ignored for almost 30 minutes. Others came in and were served but not us. My husband even went up to the bar itself and was told bartender would send someone over, but she couldn’t take our order because she was helping others. BTW - they came in after us as well. Waited another 10-15 minutes and others around us were served and we were still ignored. Needless to say we left. So much for being Hilton Diamond Members.",,,,,,,May 2018,Traveled with family,29,8.0
1304,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1300-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,rr2802018 ,1.0,The worst experience I have ever experience!,"A new low in Hilton hospitality ... the key to my hotel room was issued twice, once to me upon check in and once to a stranger the 2nd day of my hotel stay. A strange man walked into my room @ 7:30PM, while I was getting ready for an event w/ business associates. The staff then changed my key, for obvious reasons, without notifying me. Obviously no recommendations for Hilton.",1.0,5.0,1.0,1.0,5.0,2.0,May 2018,Traveled on business,1,1.0
1305,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,GodsGirl ,5.0,Love this place!,Got an oversized King room and it's FABULOUS! People are extremely friendly and they check in with you periodically to ensure the stay is going perfectly. Rooftop dining was picturesque! Love this place!!!,,,,,,,May 2018,Traveled as a couple,4,
1306,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,docholiday57 ,5.0,top location,"location is everything here, all the  city highlights are easy walkable. the boattour on the river starts opposite the hotel, the art institute is also not far and the shopping area as well. and there is a rooftop bar with great views of the city day and night.",,5.0,4.0,4.0,,,June 2017,Traveled with friends,198,42.0
1307,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Road599240 ,5.0,Beautiful hotel and friendly staff,Absolutely stunning view out of a great room that has all of the amenities you could need and probably a few extra. The staff was very attentive and pleasant. I would stay again if I am able to come back to Chicago.,,,,,,,May 2018,Traveled on business,1,1.0
1308,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,CanadianJack28 ,5.0,"Beautiful Hotel, Perfect Location, A Treat!","I was able to stay here on business last week. What a beautiful hotel, it was a real treat to stay here.  The beds were super comfortable, the view from my room was spectacular, and the hallways (and hotel in general) were exceptionally quiet, which I really enjoyed.  The meals I had were catered as part of the conference, but they were fantastic.  The in-room TVs are enabled with Chromecast so you can watch your own Netflix or other castable apps in your room.  Caitlin was really helpful to me when I checked out, and the rest of the staff were also wonderful.  I hope that if I come back to Chicago that I can stay here again!  I highly recommend it.",5.0,,5.0,5.0,,,May 2018,Traveled on business,24,13.0
1309,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1305-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,denversisters ,5.0,"Wonderful Hotel, Wonderful Staff, What a Joy","At 72 years old I thought it would be wonderful to take a trip with my three daughters and we decided to go to Chicago.  After careful research on hotels I decided on the LondonHouse.  From the time we pulled up the staff began to treat us like we were special (we're not, we are just ordinary people).  Checking in was so easy and a big thank you to you Daniel for your help in checking out.  The rooms are very clean, very beautiful.  The beds were very comfortable, and three pillows too!  We stayed in 903 and 1103 and the view of the riverwalk was just beautiful.  Anyone who stays here will be very pleased with this hotel.  The location is great, the restaurant was really good too.  Try the oatmeal with pecans, yummy.  Thank you LondonHouse for giving us the wonderful memories.",5.0,5.0,5.0,5.0,5.0,5.0,May 2018,Traveled with family,7,3.0
1310,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Fatima D ,5.0,Perfect location,This is probably the best downtown hotel I’ve stayed at in Chicago. The rooms were fantastic and so was our view. The bathroom  was outfitted with Kohler products; very relaxing shower. I didn’t even mind the barn door and I usually dislike them for bathroom doors.,,,,,,,May 2018,Traveled with friends,42,38.0
1311,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Calgary_Can_Travel ,5.0,Perfect location and awesome staff,"This hotel was previously an office tower and was converted into an upscale very modern hotel. Loved the location next to the river and easy walking distance to all great downtown attractions. Chicago is a great city for walking in and this place makes the experience special. All the staff we encountered were very friendly and were sincerely interested in knowing where you were from and if they could make the visit better. Loved the modern rooms with huge flat screen TV, bathroom lights turn on and off as required - décor is modern and fresh. Great views from the rooftop bar and lookout. I would definately stay here again. Good value for price and location.",5.0,,5.0,,,5.0,May 2018,Traveled as a couple,196,114.0
1312,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Corey R ,5.0,Service was Excellent ,"Check in went smoothly. Front desk was able to change my room from City view to River View. Thank you... Lobby bar was efficient and courteous. Roof top bar was packed (The indoor lounge). The actual roof top was only open the second night once the rain stopped. They closed the rooftop around 10:00. Would have like to stay and enjoy my drink. Security asked that I move inside so they could lock up. I was able to get 1 picture (pano) so you can appreciate the view. Wish I could have stayed longer. Beautiful night. Valet Parking is on the extreme side. $72However, the prime location can not be beat. I will be back. Mainly due to the front desk/ lobby bar staff. All were very kind.",,,,,,,May 2018,Traveled on business,177,54.0
1313,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,doodle1957 ,3.0,I'd give it a 5 but dreadful room features knock it down.,"London House is a perfect location, very fine service, food and amenities like rooftop bar. I loved everything about it except for the poorly designed room and bath. First, the bed's base extends beyond the mattress, and I have sore toes from all the stubs. The lighting is fine for Millennials who know how to fiddle with complicated operating pads. What happened to simple switches? One needs an operating manual to turn the lights on and off.  The fixtures in the bathroom are cheap. Nobs fall off in the shower, and the TP holder falls apart due to its open/close design. The sink stopper is difficult to reach and operate. Little stuff, I realize but it all can add up to comfort & functionality. The decor is modern for modern's sake - poorly coordinated, uninviting and lacking any real theme - just clunky looking.",,,4.0,2.0,,4.0,May 2018,Traveled on business,83,77.0
1314,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1310-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Ken M ,5.0,Training meeting ,"This place has it all, style, location, views, great food, vibe, comfort....very classy and my favorite is the rooftop bar. What more could you ask for?This place earns my highest recommendation and I think I found a new place in Chicago",,,,,,,May 2018,Traveled on business,45,15.0
1315,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Jen S ,5.0,The BEST of Chicago,"I only ever want to stay at LondonHouse in Chicago--this is my second stay, and it was even better than the first! AMAZING VIEW!!! I cannot say enough great things about how fast the check-in was, how nice all of the staff is, how totally lovely my room and all the amenities are. I don't normally enjoy hotels, and find that no matter how posh, the stay is often lackluster. If what you want is something stylish but not BUMPIN, this is THE hotel to book. LOVE how quiet my room and the hotel is over-all.",5.0,,5.0,,,5.0,May 2018,Traveled on business,6,1.0
1316,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Kara M ,5.0,"Mother's Day 2018, at London House","My family attended Mother's Day brunch at London House. It was fabulous! Walking into the ballroom was magical. Pristine linens, beautiful place settings and floral centerpieces on every table. The staff was professional, friendly and attentive. Edgar took such good care of us, anticipating our every need with a huge smile.  The food was exceptional. Such a variety and all done to perfection. We had vegetarians in our group and there was just so many options to choose from. It was an overall wonderful experience. Thank you!",,,,,,,May 2018,Traveled with family,1,
1317,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,David M ,5.0,Great hotel in the middle of everything,"My wife and I just spent a long weekend at the Londonhouse and we both agree the place is amazing.  Check in was speedy and the front desk staff very polite.  The Lobby bar is a great place to have a drink and relax before you head out.  The rooftop bar would have been fun if the weather was better, but they still have an inside section that is plenty large enough.  We were upgraded to a corner room that was really great.  The only complaint is that there were 8 windows in our room and it was a bit noisy in the mornings.    If you are a Gold/Platinum member of Hilton Honors, you do get a breakfast voucher for the restaurant on the main level.  I read some reviews that were disappointed with this, but it was fine.  Coffee, fruit cup and a coffee cake is fine for us, and it was only $6 to upgrade to a salmon omelette.  We had a great time and for the price paid it is an amazing place to stay in the middle of downtown.  Would stay again!",,,5.0,,,4.0,May 2018,Traveled as a couple,128,52.0
1318,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Son D ,5.0,Amazing View,"The hostel is clean and stylish and the staff is friendly. The best thing about this hotel is the view from the opposite side of the Trump Hotel. Breakfast was American Black Fast, and was a good choice. I was a little disappointed that I could not choose a variety of breakfast.",,,5.0,5.0,5.0,,May 2018,Traveled on business,2,
1319,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1315-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Nisaac R ,5.0,Amazing time in the center of the CHI,"We had an amazing time, from the rooftop to the food.  It’s such a joy when you can arrive somewhere and feel welcomed and prepared for.  Even how fast was the check In makes a huge difference. Will be returning soon!!!!!!!!",,,,,,,May 2018,Traveled with friends,1,
1320,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,heather ,5.0,Really great place to stay in Chicago,This is a lovely hotel right in the middle of anything and everything in downtown Chicago. The rooms are beautiful and the hotel is completely updated. The rooftop bar has a really fabulous view!!!! Great place for a drink. You can walk to just about anything. Would highly recommend it.,,,,,,,May 2018,Traveled as a couple,31,29.0
1321,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Sandy B ,5.0,Practically Perfect,"We’ve stayed at a number of different hotels in Chicago but this is our new favourite. Our standard room was surprisingly large, spotlessly clean and exceptional value for the money. The bathroom was well appointed my only small complaint was it lacked counter and storage space. The hotels location is ideal, close to all the tourist spots and restaurants.Plan to spend time at the rooftop bar, the view is amazing! Unfortunately it gets very crowded so if you’d like one of the limited seats go early.We also had drinks in the lovely lobby bar. They had great happy hour food specials, the charcuterie board was as good as it gets and can’t be beat at half price.I can’t recommend this hotel highly enough. I can’t wait to return.",,,,,,,May 2018,Traveled as a couple,169,78.0
1322,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,tdr7755 ,5.0,Fantastic property great stay,Had the pleasure of staying here 1 night on business.  No negatives at all.  Building is beautiful—room was immaculate—great views—will look to stay here again on future trips to Chicago.  Perfect location downtown,,,,,,,May 2018,Traveled on business,25,6.0
1323,"LondonHouse Chicago, Curio Collection by Hilton",https://www.tripadvisor.com/Hotel_Review-g35805-d9145578-Reviews-or1320-LondonHouse_Chicago_Curio_Collection_by_Hilton-Chicago_Illinois.html,Kendal F ,5.0,Lovely weekend getaway,"We stayed here while visiting Chicago for a wedding.  The hotel was beautiful throughout and the room was very tastefully appointed and comfortable.  The rooftop bar offered beautiful views, great music, comfortable seating, and plenty of space to spread out and relax.  Our room was right outside of the elevators, but we didn’t hear a peep from inside the room the entire time we were there.  And the bed was incredibly comfortable - woke up feeling rested and refreshed after an eventful day and a long night.  All of the staff we encountered were incredibly friendly, welcoming, and attentive.  It was such a pleasure to stay here and we can’t wait to come back up again this summer.  The park and stay package is a great deal for those driving.  Just one note to travellers GPSing the directions - call the hotel and ask.  It’s super easy to get to and super easy to get out of - GREAT location.  But our GPS (google maps and Apple maps) got confused and led us around underneath the city for a good 20 minutes before we found our way topside again.  Save yourselves the trouble, call the hotel for directions, and forget GPS this time.",,,,,,,May 2018,Traveled as a couple,6,
